date,index_value,constituent_count
2024-07-31,1596.334973,30
2024-08-01,1556.010922,30
2024-08-02,1583.523629,30
2024-08-03,1493.172017,30
2024-08-04,1485.278674,30
2024-08-05,1428.052266,30
2024-08-06,1333.701491,30
2024-08-07,1383.740466,30
2024-08-08,1363.140457,30
2024-08-09,1532.316595,30
2024-08-10,1513.972489,30
2024-08-11,1511.622761,30
2024-08-12,1461.269728,30
2024-08-13,1456.616823,30
2024-08-14,1497.650982,30
2024-08-15,1442.346933,30
2024-08-16,1417.800723,30
2024-08-17,1458.271798,30
2024-08-18,1469.837870,30
2024-08-19,1439.378601,30
2024-08-20,1465.446952,30
2024-08-21,1451.777125,30
2024-08-22,1511.758346,30
2024-08-23,1484.347437,30
2024-08-24,1579.821977,30
2024-08-25,1581.852899,30
2024-08-26,1591.995952,30
2024-08-27,1562.685689,30
2024-08-28,1482.339070,30
2024-08-29,1460.657570,30
2024-08-30,1473.486223,30
2024-08-31,1467.506907,30
2024-09-01,1464.795671,30
2024-09-02,1429.492812,30
2024-09-03,1470.702228,30
2024-09-04,1434.042184,30
2024-09-05,1448.730168,30
2024-09-06,1398.857002,30
2024-09-07,1346.292193,30
2024-09-08,1345.188832,30
2024-09-09,1360.547812,30
2024-09-10,1419.253570,30
2024-09-11,1433.566332,30
2024-09-12,1430.401675,30
2024-09-13,1446.376404,30
2024-09-14,1515.980251,30
2024-09-15,1499.050409,30
2024-09-16,1488.241734,30
2024-09-17,1461.404013,30
2024-09-18,1523.834404,30
2024-09-19,1554.167528,30
2024-09-20,1587.330358,30
2024-09-21,1580.838117,30
2024-09-22,1577.481784,30
2024-09-23,1590.696533,30
2024-09-24,1572.762911,30
2024-09-25,1598.129834,30
2024-09-26,1571.395009,30
2024-09-27,1621.286730,30
2024-09-28,1630.630163,30
2024-09-29,1637.779738,30
2024-09-30,1630.521112,30
2024-10-01,1569.723464,30
2024-10-02,1516.746591,30
2024-10-03,1525.084451,30
2024-10-04,1531.320936,30
2024-10-05,1560.998603,30
2024-10-06,1561.698966,30
2024-10-07,1578.174213,30
2024-10-08,1564.996862,30
2024-10-09,1559.083267,30
2024-10-10,1518.850387,30
2024-10-11,1505.529375,30
2024-10-12,1564.619957,30
2024-10-13,1583.557691,30
2024-10-14,1573.660268,30
2024-10-15,1654.580469,30
2024-10-16,1690.302018,30
2024-10-17,1710.683526,30
2024-10-18,1705.235730,30
2024-10-19,1732.575439,30
2024-10-20,1727.444048,30
2024-10-21,1731.912798,30
2024-10-22,1691.050375,30
2024-10-23,1695.342858,30
2024-10-24,1683.735665,30
2024-10-25,1727.982542,30
2024-10-26,1703.704458,30
2024-10-27,1704.999624,30
2024-10-28,1727.945396,30
2024-10-29,1781.086104,30
2024-10-30,1865.049392,30
2024-10-31,1853.681000,30
2024-11-01,1809.064167,30
2024-11-02,1785.420060,30
2024-11-03,1783.405846,30
2024-11-04,1776.964391,30
2024-11-05,1753.411014,30
2024-11-06,1791.491654,30
2024-11-07,1947.341727,30
2024-11-08,1935.738120,30
2024-11-09,1942.698746,30
2024-11-10,1918.559029,30
2024-11-11,2014.763636,30
2024-11-12,2238.859677,30
2024-11-13,2237.233447,30
2024-11-14,2320.629472,30
2024-11-15,2238.231536,30
2024-11-16,2328.979168,30
2024-11-17,2296.108757,30
2024-11-18,2274.974753,30
2024-11-19,2273.377651,30
2024-11-20,2341.137650,30
2024-11-21,2414.541901,30
2024-11-22,2506.090801,30
2024-11-23,2494.332704,30
2024-11-24,2429.021033,30
2024-11-25,2442.772613,30
2024-11-26,2298.934745,30
2024-11-27,2278.510010,30
2024-11-28,2356.616908,30
2024-11-29,2350.675103,30
2024-11-30,2382.166338,30
2024-12-01,2337.473251,30
2024-12-02,2338.742902,30
2024-12-03,2273.216114,30
2024-12-04,2261.052850,30
2024-12-05,2347.244887,30
2024-12-06,2300.756282,30
2024-12-07,2354.212549,30
2024-12-08,2338.490626,30
2024-12-09,2381.199757,30
2024-12-10,2351.810321,30
2024-12-11,2336.511793,30
2024-12-12,2436.512640,30
2024-12-13,2393.171323,30
2024-12-14,2427.726056,30
2024-12-15,2443.859389,30
2024-12-16,2532.815635,30
2024-12-17,2578.294177,30
2024-12-18,2589.981787,30
2024-12-19,2469.177604,30
2024-12-20,2428.588880,30
2024-12-21,2412.539003,30
2024-12-22,2424.492595,30
2024-12-23,2366.234839,30
2024-12-24,2315.869900,30
2024-12-25,2425.103804,30
2024-12-26,2451.531220,30
2024-12-27,2370.126953,30
2024-12-28,2327.892940,30
2024-12-29,2334.527235,30
2024-12-30,2306.085794,30
2024-12-31,2273.650528,30
2025-01-01,2305.564313,30
2025-01-02,2309.235863,30
2025-01-03,2365.392073,30
2025-01-04,2368.632743,30
2025-01-05,2368.993301,30
2025-01-06,2379.127961,30
2025-01-07,2494.177815,30
2025-01-08,2384.458063,30
2025-01-09,2330.470726,30
2025-01-10,2273.064115,30
2025-01-11,2331.737043,30
2025-01-12,2309.992167,30
2025-01-13,2316.737740,30
2025-01-14,2334.440888,30
2025-01-15,2379.156622,30
2025-01-16,2432.189276,30
2025-01-17,2430.634641,30
2025-01-18,2527.527781,30
2025-01-19,2544.909103,30
2025-01-20,2494.116782,30
2025-01-21,2500.997468,30
2025-01-22,2622.759838,30
2025-01-23,2552.943867,30
2025-01-24,2563.501041,30
2025-01-25,2595.064412,30
2025-01-26,2589.231058,30
2025-01-27,2545.523459,30
2025-01-28,2532.964033,30
2025-01-29,2534.705526,30
2025-01-30,2603.689277,30
2025-01-31,2607.713049,30
2025-02-01,2533.495779,30
2025-02-02,2523.690464,30
2025-02-03,2497.141033,30
2025-02-04,2602.213987,30
2025-02-05,2533.274481,30
2025-02-06,2493.265072,30
2025-02-07,2517.012131,30
2025-02-08,2514.969333,30
2025-02-09,2501.401740,30
2025-02-10,2503.678820,30
2025-02-11,2523.622717,30
2025-02-12,2469.801530,30
2025-02-13,2510.687911,30
2025-02-14,2477.874803,30
2025-02-15,2487.459276,30
2025-02-16,2496.635039,30
2025-02-17,2457.901473,30
2025-02-18,2447.880799,30
2025-02-19,2463.142958,30
2025-02-20,2481.096888,30
2025-02-21,2534.316089,30
2025-02-22,2485.396203,30
2025-02-23,2480.455648,30
2025-02-24,2469.920674,30
2025-02-25,2392.168145,30
2025-02-26,2295.478139,30
2025-02-27,2165.324712,30
2025-02-28,2191.238537,30
2025-03-01,2189.969100,30
2025-03-02,2237.849528,30
2025-03-03,2399.541352,30
2025-03-04,2243.082589,30
2025-03-05,2263.964317,30
2025-03-06,2355.102287,30
2025-03-07,2339.201993,30
2025-03-08,2256.583836,30
2025-03-09,2237.346520,30
2025-03-10,2107.651280,30
2025-03-11,2075.712164,30
2025-03-12,2188.974181,30
2025-03-13,2214.552672,30
2025-03-14,2130.026151,30
2025-03-15,2206.514723,30
2025-03-16,2207.026074,30
2025-03-17,2169.971606,30
2025-03-18,2204.514890,30
2025-03-19,2165.759012,30
2025-03-20,2264.979059,30
2025-03-21,2200.872507,30
2025-03-22,2198.575356,30
2025-03-23,2190.814287,30
2025-03-24,2249.653114,30
2025-03-25,2282.573739,30
2025-03-26,2285.943505,30
2025-03-27,2284.398947,30
2025-03-28,2289.583441,30
2025-03-29,2227.019453,30
2025-03-30,2192.310597,30
2025-03-31,2185.867574,30
2025-04-01,2190.159776,30
2025-04-02,2265.585871,30
2025-04-03,2206.600311,30
2025-04-04,2224.709245,30
2025-04-05,2240.618833,30
2025-04-06,2233.775615,30
2025-04-07,2117.428235,30
2025-04-08,2151.099009,30
2025-04-09,2073.450871,30
2025-04-10,2227.101735,30
2025-04-11,2151.361546,30
2025-04-12,2265.454196,30
2025-04-13,2299.412425,30
2025-04-14,2259.706007,30
2025-04-15,2287.792376,30
2025-04-16,2271.229415,30
2025-04-17,2285.255531,30
2025-04-18,2309.339494,30
2025-04-19,2290.798018,30
2025-04-20,2305.084031,30
2025-04-21,2309.104962,30
2025-04-22,2391.013719,30
2025-04-23,2551.261625,30
2025-04-24,2546.756578,30
2025-04-25,2554.952785,30
2025-04-26,2585.554258,30
2025-04-27,2575.424590,30
2025-04-28,2550.774576,30
2025-04-29,2587.746154,30
2025-04-30,2569.727647,30
2025-05-01,2572.048652,30
2025-05-02,2636.596935,30
2025-05-03,2652.352606,30
2025-05-04,2626.773573,30
2025-05-05,2583.659513,30
2025-05-06,2596.099362,30
2025-05-07,2665.333963,30
2025-05-08,2673.810705,30
2025-05-09,2794.666649,30
2025-05-10,2756.584474,30
2025-05-11,2760.343538,30
2025-05-12,2762.071044,30
2025-05-13,2711.686157,30
2025-05-14,2724.431308,30
2025-05-15,2727.784844,30
2025-05-16,2759.174036,30
2025-05-17,2754.383539,30
2025-05-18,2759.498765,30
2025-05-19,2843.951323,30
2025-05-20,2830.050542,30
2025-05-21,2869.192487,30
2025-05-22,2948.643413,30
2025-05-23,2987.785321,30
2025-05-24,2881.553456,30
2025-05-25,2895.494324,30
2025-05-26,2927.089716,30
2025-05-27,2945.945264,30
2025-05-28,2920.063855,30
2025-05-29,2883.054157,30
2025-05-30,2827.003266,30
2025-05-31,2806.629737,30
2025-06-01,2825.639566,30
2025-06-02,2857.149540,30
2025-06-03,2851.732958,30
2025-06-04,2836.939044,30
2025-06-05,2820.916343,30
2025-06-06,2756.782410,30
2025-06-07,2832.962641,30
2025-06-08,2863.665027,30
2025-06-09,2860.220204,30
2025-06-10,2978.881921,30
2025-06-11,2955.478032,30
2025-06-12,2917.063667,30
2025-06-13,2856.316444,30
2025-06-14,2874.211317,30
2025-06-15,2866.253944,30
2025-06-16,2859.693461,30
2025-06-17,2897.837124,30
2025-06-18,2839.410769,30
2025-06-19,2842.671578,30
2025-06-20,2841.048720,30
2025-06-21,2818.929598,30
2025-06-22,2790.631301,30
2025-06-23,2778.695025,30
2025-06-24,2884.901180,30
2025-06-25,2895.234616,30
2025-06-26,2944.755121,30
2025-06-27,2947.527510,30
2025-06-28,2943.428095,30
2025-06-29,2940.575303,30
2025-06-30,2961.182327,30
2025-07-01,2919.599055,30
2025-07-02,2893.718861,30
2025-07-03,2966.404633,30
2025-07-04,2988.271098,30
2025-07-05,2956.279726,30
2025-07-06,2960.095434,30
2025-07-07,2978.021080,30
2025-07-08,2953.740798,30
2025-07-09,2961.245409,30
2025-07-10,3007.569699,30
2025-07-11,3120.271294,30
2025-07-12,3160.266297,30
2025-07-13,3164.681102,30
